time,training_score,logical_score,verbal_score,avg_literacy,location_age,distance,similar_language,is_male,emp_id,turnover
5,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
6,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
7,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
8,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
9,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
10,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
11,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
12,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
13,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
14,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
15,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
16,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
17,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
18,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
19,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
20,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
21,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
22,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
23,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
24,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
25,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
26,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
27,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
28,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
29,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
30,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
31,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
32,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
33,4.249937,2,10,65.9426,25,0.9655426,19.54453,0,197,Stayed
1,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
2,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
3,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
4,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
5,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
6,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
7,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
8,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
9,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
10,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
11,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
12,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
13,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
14,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
15,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
16,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
17,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
18,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
19,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
20,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
21,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
22,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
23,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
24,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
25,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
26,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
27,4.882829,-3,11,81.53014,25,0,100,0,198,Stayed
28,4.882829,-3,11,81.53014,25,0,100,0,198,Left
1,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
2,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
3,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
4,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
5,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
6,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
7,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
8,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
9,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
10,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
11,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
12,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
13,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
14,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
15,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
16,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
17,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
18,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
19,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
20,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
21,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
22,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
23,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
24,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
25,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
26,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
27,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
28,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
29,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
30,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
31,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
32,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
33,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
34,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
35,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
36,4.759146,7,9,84.02701,24,1.070031,24.51061,1,199,Stayed
1,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
2,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
3,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
4,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
5,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
6,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
7,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
8,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
9,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
10,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
11,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
12,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
13,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
14,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
15,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
16,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
17,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
18,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
19,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
20,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
21,4.041028,0,3,85.87956,9,0,96.92595,1,200,Stayed
22,4.041028,0,3,85.87956,9,0,96.92595,1,200,Left
1,2.860609,0,0,82.78316,12,0.2479254,98.18928,1,201,Stayed
2,2.860609,0,0,82.78316,12,0.2479254,98.18928,1,201,Stayed
3,2.860609,0,0,82.78316,12,0.2479254,98.18928,1,201,Stayed
4,2.860609,0,0,82.78316,12,0.2479254,98.18928,1,201,Stayed
5,2.860609,0,0,82.78316,12,0.2479254,98.18928,1,201,Left
1,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
2,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
3,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
4,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
5,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
6,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
7,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
8,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
9,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
10,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
11,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
12,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
13,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
14,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
15,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
16,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
17,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
18,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
19,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
20,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
21,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
22,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Stayed
23,4.59536,1,1,82.46188,25,0.5021254,21.21808,0,202,Left
1,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
2,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
3,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
4,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
5,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
6,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
7,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
8,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
9,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
10,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
11,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
12,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
13,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
14,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
15,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
16,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
17,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
18,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
19,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
20,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
21,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
22,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Stayed
23,4.430717,12,8,76.24348,24,0.1412305,98.34896,1,203,Left
1,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
2,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
3,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
4,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
5,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
6,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
7,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
8,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
9,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
10,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
11,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
12,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
13,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
14,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
15,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
16,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
17,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
18,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
19,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
20,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
21,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
22,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
23,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
24,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
25,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
26,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
27,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
28,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
29,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
30,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
31,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
32,4.907513,9,4,60.74374,8,0.231853,100,1,204,Stayed
33,4.907513,9,4,60.74374,8,0.231853,100,1,204,Left
1,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
2,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
3,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
4,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
5,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
6,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
7,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
8,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
9,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
10,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
11,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
12,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
13,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
14,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
15,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
16,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
17,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
18,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
19,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
20,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
21,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
22,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
23,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
24,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
25,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
26,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
27,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
28,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
29,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
30,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
31,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
32,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
33,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
34,4.020627,1,0,64.10796,10,0.9033435,17.09731,1,205,Stayed
1,4.227892,-3,-1,69.72063,8,0.1342223,100,0,206,Stayed
2,4.227892,-3,-1,69.72063,8,0.1342223,100,0,206,Stayed
3,4.227892,-3,-1,69.72063,8,0.1342223,100,0,206,Stayed
4,4.227892,-3,-1,69.72063,8,0.1342223,100,0,206,Stayed
5,4.227892,-3,-1,69.72063,8,0.1342223,100,0,206,Stayed
6,4.227892,-3,-1,69.72063,8,0.1342223,100,0,206,Stayed
7,4.227892,-3,-1,69.72063,8,0.1342223,100,0,206,Stayed
8,4.227892,-3,-1,69.72063,8,0.1342223,100,0,206,Stayed
9,4.227892,-3,-1,69.72063,8,0.1342223,100,0,206,Stayed
10,4.227892,-3,-1,69.72063,8,0.1342223,100,0,206,Stayed
11,4.227892,-3,-1,69.72063,8,0.1342223,100,0,206,Stayed
12,4.227892,-3,-1,69.72063,8,0.1342223,100,0,206,Left
1,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
2,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
3,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
4,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
5,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
6,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
7,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
8,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
9,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
10,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
11,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
12,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
13,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
14,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
15,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
16,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
17,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
18,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
19,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
20,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
21,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
22,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
23,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
24,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
25,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
26,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
27,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
28,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
29,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
30,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
31,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
32,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
33,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
34,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
35,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
36,4.717894,2,6,87.44955,12,0.1212548,100,1,207,Stayed
1,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
2,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
3,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
4,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
5,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
6,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
7,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
8,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
9,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
10,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
11,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
12,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
13,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
14,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
15,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
16,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
17,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
18,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
19,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
20,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
21,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
22,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
23,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
24,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
25,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
26,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
27,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
28,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
29,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
30,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
31,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
32,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
33,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
34,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
35,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
36,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
37,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
38,4.595091,0,10,79.38423,11,0.3580924,32.11506,0,208,Stayed
1,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
2,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
3,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
4,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
5,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
6,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
7,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
8,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
9,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
10,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
11,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
12,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
13,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
14,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
15,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
16,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
17,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
18,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
19,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
20,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
21,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
22,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
23,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
24,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
25,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
26,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
27,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
28,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
29,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
30,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
31,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
32,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
33,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
34,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
35,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
36,4.584772,3,3,70.12511,23,2.618931,14.99017,0,209,Stayed
1,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
2,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
3,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
4,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
5,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
6,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
7,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
8,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
9,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
10,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
11,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
12,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
13,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
14,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
15,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
16,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
17,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
18,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
19,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
20,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
21,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
22,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
23,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
24,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
25,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
26,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
27,4.810289,10,5,68.50511,8,0.3107363,98.0362,1,210,Stayed
